Nome, X, Y, Tipo
A, 0.0, 0.0, Nenhum
B, 26.903420863384135, 0.0, Nenhum
C, 26.9, 2.52465, Nenhum
D, 26.7605675356293, 2.5174614416642633, Nenhum
E, 26.76651762290251, 4.617842249069554, Nenhum
F, 26.463063171974262, 4.62974242361576, Nenhum
G, 26.463063171974262, 5.272351849110863, Nenhum
H, 25.951355666487416, 5.284252023657069, Nenhum
I, 25.945405579214313, 4.659492859981274, Nenhum
J, 25.72525235010951, 4.665442947254377, Nenhum
K, 25.731202437382613, 2.737614670769067, Nenhum
L, 25.29089597917304, 2.731664583495964, Nenhum
M, 25.284945891899937, 8.253345572935368, Nenhum
N, 24.785138560959297, 8.253345572935368, Nenhum
O, 24.77323838641309, 8.51514941295189, Nenhum
P, 24.5828355936738, 8.503249238405685, Nenhum
Q, 24.5828355936738, 9.241060060270433, Nenhum
R, 24.392432800934507, 9.252960234816639, Nenhum
S, 24.3745825391152, 8.509199325678788, Nenhum
T, 24.142529135464187, 8.503249238405685, Nenhum
U, 24.130628960917985, 5.474654816396357, Nenhum
V, 23.83312459726284, 5.48060490366946, Nenhum
W, 23.828444709609414, 2.477243714603586, Nenhum
Z, 23.495016351765525, 2.4723403563999993, Nenhum
A_1, 23.47540291895119, 2.9871929677765876, Nenhum
B_1, 23.09784433727502, 2.992096325980174, Nenhum
C_1, 23.107651053682194, 1.9672944614305852, Nenhum
D_1, 22.80854620326341, 1.9672944614305852, Nenhum
E_1, 22.80854620326341, 2.4576302817892404, Nenhum
F_1, 22.50453799464104, 2.4674369981964133, Nenhum
G_1, 22.499634636437452, 1.9918112524485179, Nenhum
H_1, 22.151496203982802, 1.9918112524485179, Nenhum
I_1, 22.17110963679715, 3.099970206459078, Nenhum
J_1, 21.886714860989127, 3.109776922866251, Nenhum
K_1, 21.886714860989127, 4.002188115919003, Nenhum
L_1, 21.327732025780254, 4.016898190529763, Nenhum
M_1, 21.313021951169492, 3.1784239377164627, Nenhum
N_1, 20.8, 3.2, Nenhum
O_1, 20.768749190571377, 2.6292478189147697, Nenhum
P_1, 20.440224190931076, 2.6390545353219426, Nenhum
Q_1, 20.44512754913466, 4.095351921787148, Nenhum
R_1, 19.640976803746458, 4.114965354601494, Nenhum
S_1, 19.631170087339285, 4.840662368732303, Nenhum
T_1, 19.49877941584245, 4.850469085139476, Nenhum
U_1, 19.47916598302776, 7.130530649807208, Nenhum
V_1, 19.327161878716577, 7.145240724417968, Nenhum
W_1, 19.317355162309404, 7.45415229124392, Nenhum
Z_1, 19.072187252130078, 7.459055649447507, Nenhum
A_2, 19.062380535722905, 8.243592962021353, Nenhum
B_2, 18.949603297040415, 8.253399678428526, Nenhum
C_2, 18.939796580633242, 7.45415229124392, Nenhum
D_2, 18.74366225248978, 7.45415229124392, Nenhum
E_2, 18.74856561069337, 7.150144082621554, Nenhum
F_2, 18.537721207938954, 7.145240724417968, Nenhum
G_2, 18.518107775124648, 3.0313231916088603, Nenhum
H_2, 18.23861635752022, 3.0460332662196197, Nenhum
I_2, 18.258229790334486, 4.497427294481236, Nenhum
J_2, 17.86105777584398, 4.502330652684822, Nenhum
K_2, 17.836540984826048, 1.6681896110118017, Nenhum
L_2, 17.699246955125627, 1.6534795364010422, Nenhum
M_2, 17.7090536715328, 1.9771011778377539, Nenhum
N_2, 17.601179791053898, 2.26639931184936, Nenhum
O_2, 17.40994882111403, 2.2713026700529464, Nenhum
P_2, 17.40994882111403, 2.8989325201120235, Nenhum
Q_2, 17.33639844806023, 2.90383587831561, Nenhum
R_2, 17.346205164467403, 3.3402347584348124, Nenhum
S_2, 16.620508150336605, 3.364751549452745, Nenhum
T_2, 16.600894717522213, 2.766541848615187, Nenhum
U_2, 16.228239494049642, 2.7812519232259465, Nenhum
V_2, 16.23104958498966, 2.6048909082599465, Nenhum
W_2, 15.919950936864122, 2.6276542239764495, Nenhum
Z_2, 15.912363164958622, 4.683940410367236, Nenhum
A_3, 15.58608897302208, 4.676352638461735, Nenhum
B_3, 15.586088973022035, 5.344076566145829, Nenhum
C_3, 15.108059342975475, 5.359252109956831, Nenhum
D_3, 15.123234886786477, 4.70670372608374, Nenhum
E_3, 14.89560172962145, 4.6991159541782395, Nenhum
F_3, 14.89560172962145, 3.0222183630625055, Nenhum
G_3, 14.828642244988064, 3.0221706882273716, Nenhum
H_3, 14.8256193190301, 3.448403248300295, Nenhum
I_3, 14.35706579554569, 3.4604949521321506, Nenhum
J_3, 14.354042869587726, 3.2398213572007792, Nenhum
K_3, 14.0880253852869, 3.233775505284851, Nenhum
L_3, 14.0880253852869, 3.037285318017192, Nenhum
M_3, 13.861305938439603, 3.037285318017192, Nenhum
N_3, 13.858283012481627, 4.315982998235961, Nenhum
O_3, 13.664815751171934, 4.325051776109854, Nenhum
P_3, 13.649701121382112, 5.386098787355216, Nenhum
Q_3, 13.593794212978395, 5.386990053226229, Nenhum
R_3, 13.578174168827813, 4.325054747903147, Nenhum
S_3, 13.324160343667456, 4.322462770095388, Nenhum
T_3, 13.316384410244165, 4.073632900550543, Nenhum
U_3, 13.088290363161395, 4.071040922742785, Nenhum
V_3, 13.072738496314843, 2.915018820482356, Nenhum
W_3, 12.95350751715794, 3.122377045103061, Nenhum
Z_3, 12.800580826500175, 2.8424434418651097, Nenhum
A_4, 12.80835675992345, 2.5236301715107765, Nenhum
B_4, 12.668389958304479, 2.5184462158952585, Nenhum
C_4, 12.681349847343272, 4.086592789589332, Nenhum
D_4, 12.494727445184642, 4.09177674520485, Nenhum
E_4, 12.507994930260061, 6.351200731493233, Nenhum
F_4, 12.375464058264653, 6.355342321243089, Nenhum
G_4, 12.36718087876494, 6.9682976042218705, Nenhum
H_4, 12.213942058020248, 6.972439193971727, Nenhum
I_4, 12.218083647770104, 7.129819604466278, Nenhum
J_4, 12.011004160277277, 7.142244373715848, Nenhum
K_4, 12.002720980777566, 8.136225913681448, Nenhum
