Nome, X, Y, Tipo
A, 0.0, 10.39841, Nenhum
B, 5.89800539782294, 10.398405241648833, Nenhum
C, 2.0373278577843106, 10.420224080796318, Nenhum
D, 3.7715325869369782, 10.439600669948861, Nenhum
E, 3.78122088151325, 13.094193383847347, Nenhum
F, 2.0373278577843106, 13.094193383847347, Nenhum
G, 2.5723512478651207, 13.556040497384446, Nenhum
H, 3.2677412689708403, 13.568919818084668, Nenhum
I, 3.2774295635471122, 13.094193383847347, Nenhum
J, 2.5604957649029925, 13.11356997299989, Nenhum
K, 2.8424213210573748, 13.58238879720808, Nenhum
L, 2.967575745219639, 13.58897587216399, Nenhum
M, 2.855595470969192, 13.872220095268057, Nenhum
N, 2.934640370440096, 13.87222009526806, Nenhum
O, 2.690918597071476, 10.41400574341604, Nenhum
P, 3.198123368676441, 10.427179893327857, Nenhum
Q, 3.184949218764624, 10.861926840417825, Nenhum
R, 2.697505672027385, 10.848752690506007, Nenhum
S, 2.9214662205282784, 10.41400574341604, Nenhum
T, 3.007098194955091, 10.41400574341604, Nenhum
U, 2.9148791455723697, 10.848752690506007, Nenhum
V, 2.9939240450432734, 10.848752690506007, Nenhum
W, 2.2298233501578717, 11.013429564403722, Nenhum
Z, 2.5, 11.0, Nenhum
A_1, 2.4998934233501258, 11.26373841272825, Nenhum
B_1, 2.236029354661786, 11.268688530559823, Nenhum
C_1, 2.798139921723757, 11.045869927400123, Nenhum
D_1, 3.086791293998823, 11.03574180907468, Nenhum
E_1, 3.096919412324264, 11.294008826373425, Nenhum
F_1, 2.8032039808864773, 11.294008826373425, Nenhum
G_1, 3.319738015483964, 11.066126164051004, Nenhum
H_1, 3.638773742735353, 11.071190223213724, Nenhum
I_1, 3.628645624409912, 11.324393181349746, Nenhum
J_1, 3.3248020746466844, 11.339585358837908, Nenhum
K_1, 3.3349301929721253, 11.537083666184005, Nenhum
L_1, 3.628645624409912, 11.537083666184005, Nenhum
M_1, 3.6337096835726324, 11.754838210180985, Nenhum
N_1, 3.3248020746466844, 11.754838210180985, Nenhum
O_1, 3.0817272348361024, 11.537083666184005, Nenhum
P_1, 3.0614709981852206, 11.795350683482749, Nenhum
Q_1, 2.7930758625610363, 11.800414742645469, Nenhum
R_1, 2.7930758625610363, 11.547211784509447, Nenhum
S_1, 2.465803275663096, 11.536772612621908, Nenhum
T_1, 2.188209781325465, 11.526769243456588, Nenhum
U_1, 2.2, 11.8, Nenhum
V_1, 2.468304117954426, 11.799361053211557, Nenhum
W_1, 2.7984153004099883, 12.061949493801219, Nenhum
Z_1, 3.0510003718343195, 12.064450336092548, Nenhum
A_2, 3.0560020564169794, 12.292026984603579, Nenhum
B_2, 2.7959144581186584, 12.30453119606023, Nenhum
C_2, 2.445796537332457, 12.28702530002092, Nenhum
D_2, 2.1882097813254653, 12.29452782689491, Nenhum
E_2, 2.1882097813254653, 12.061949493801219, Nenhum
F_2, 2.4507982219151168, 12.056947809218558, Nenhum
G_2, 3.318590497006629, 12.059448651509907, Nenhum
H_2, 3.6286949411315503, 12.059448651509907, Nenhum
I_2, 3.6336966257142107, 12.302030353768918, Nenhum
J_2, 3.321091339297959, 12.302030353768918, Nenhum
K_2, 3.346099762211259, 12.58712637498054, Nenhum
L_2, 3.6, 12.6, Nenhum
M_2, 3.6111890450922406, 12.829708077239552, Nenhum
N_2, 3.348600604502589, 12.83470976182221, Nenhum
O_2, 3.0459986872516582, 12.58712637498054, Nenhum
P_2, 3.043497844960328, 12.812202181200242, Nenhum
Q_2, 2.7534001391660468, 12.814703023491571, Nenhum
R_2, 2.750899296874717, 12.584625532689211, Nenhum
S_2, 2.4507982219151154, 12.58712637498054, Nenhum
T_2, 2.4507982219151154, 12.837210604113542, Nenhum
U_2, 2.158199673829504, 12.832208919530881, Nenhum
V_2, 2.163201358412164, 12.58962721727187, Nenhum
